ID,Age,Overall,Potential,Value,Wage,name,nationality,position,overall,age,hits,potential,team,Latitude,Longitude
244376,21,73,82,5500000.0,1000.0,Volodymyr Shepelev,Ukraine,CDM|CM|CAM,74,23,5,83,Dynamo Kyiv ,49.0,32.0
200857,25,73,75,4800000.0,22000.0,Moritz Leitner,Germany,CDM|CM,73,27,2,74,Norwich City ,51.0,9.0
215449,22,73,81,6000000.0,15000.0,Robert Skov,Denmark,LB|LWB|RM|LW,71,24,4,77,TSG 1899 Hoffenheim ,56.0,10.0
164505,33,73,73,2000000.0,5000.0,Brad Guzan,United States,GK,72,35,2,72,Atlanta United ,38.0,-97.0
237209,24,73,78,4500000.0,14000.0,Matej Mitrovic,Croatia,CB,73,26,1,77,Club Brugge KV ,45.17,15.5
192665,31,73,73,2400000.0,15000.0,Andreas Luthe,Germany,GK,72,33,0,72,FC Augsburg ,51.0,9.0
193945,27,73,75,3900000.0,32000.0,Necip Uysal,Turkey,CB|CDM,71,29,3,71,Besiktas JK ,39.0,35.0
197786,28,73,73,3200000.0,21000.0,Giulio Donati,Italy,RWB|RB|RW,73,30,1,73,Lecce ,42.83,12.83
198554,27,73,73,4300000.0,23000.0,Anthony Ujah,Nigeria,ST,72,29,1,72,1. FC Union Berlin ,10.0,8.0
188058,29,73,73,4000000.0,14000.0,Artem Kravets,Ukraine,ST|CAM,70,31,0,70,Kayserispor ,49.0,32.0
205211,30,73,73,0.0,0.0,Milan Borjan,Canada,GK,75,32,0,75,Free Agents ,60.0,-95.0
236699,21,73,80,4900000.0,21000.0,Saša Lukic,Serbia,CDM|CM,75,23,4,82,Torino ,44.0,21.0
199580,25,73,80,4800000.0,34000.0,Connor Goldson,England,CB,73,27,0,76,Rangers FC ,54.0,-2.0
229788,27,73,74,4500000.0,16000.0,Rubén Alcaraz,Spain,CDM|CM,79,29,2,79,R. Valladolid CF ,40.0,-4.0
165788,31,73,73,3600000.0,26000.0,Leonardo Ulloa,Argentina,ST,72,34,2,72,Rayo Vallecano ,-34.0,-64.0
206238,24,73,78,4500000.0,15000.0,Iván López,Spain,RB,71,26,1,74,Levante UD ,40.0,-4.0
224158,21,73,79,5500000.0,13000.0,Sofyan Amrabat,Morocco,CM,76,23,10,83,Hellas Verona ,32.0,-5.0
231838,20,73,81,5000000.0,9000.0,Maximilian Wöber,Austria,LB|CB,75,22,4,83,FC Red Bull Salzburg ,47.33,13.33
204447,30,73,73,3000000.0,4000.0,Fabio Lucioni,Italy,CB,72,32,0,72,Lecce ,42.83,12.83
240289,22,73,82,5500000.0,13000.0,Calero,Spain,CB,78,24,3,83,RCD Espanyol ,40.0,-4.0
176545,32,73,73,3100000.0,8000.0,Christian Marrugo,Colombia,CM|CAM,71,35,0,71,Puebla ,4.0,-72.0
215202,23,73,79,5500000.0,12000.0,Lucas Janson,Argentina,ST|RW|LW,74,25,2,77,Vélez Sarsfield ,-34.0,-64.0
215970,23,73,78,4500000.0,12000.0,Boli Bolingoli,Belgium,LB|LWB|LW,71,25,2,76,Celtic ,50.83,4.0
229282,25,73,75,5000000.0,6000.0,Thiago Santana,Brazil,ST,70,27,0,70,Santa Clara ,-10.0,-55.0
193186,28,73,75,3300000.0,28000.0,Neil Etheridge,Philippines,GK,73,30,0,74,Cardiff City ,13.0,122.0
142499,33,73,73,1600000.0,8000.0,Aitor Sanz,Spain,CDM,71,35,1,71,CD Tenerife ,40.0,-4.0
211107,25,73,77,4300000.0,8000.0,Frederico Venâncio,Portugal,CB,75,27,0,78,Vitória Guimarães ,39.5,-8.0
232099,22,73,84,6000000.0,51000.0,Marko Grujic,Serbia,CDM|CM,77,24,3,84,Hertha BSC ,44.0,21.0
182435,29,73,74,3100000.0,6000.0,Mitchell Langerak,Australia,GK,70,31,1,70,Nagoya Grampus ,-27.0,133.0
192165,32,73,73,3100000.0,5000.0,Paulinho,Brazil,ST|LW,71,34,1,71,Hammarby IF ,-10.0,-55.0
213414,24,73,77,4400000.0,17000.0,William Troost-Ekong,Nigeria,CB,75,26,1,79,Udinese ,10.0,8.0
201895,23,73,77,5000000.0,6000.0,Diego Fagundez,Uruguay,LM|CM|CAM,70,25,1,74,New England Revolution ,-33.0,-56.0
178600,29,73,73,3100000.0,14000.0,Ugur Demirok,Turkey,CB,70,32,0,70,Konyaspor ,39.0,35.0
182440,29,73,73,3900000.0,16000.0,Robbie Kruse,Australia,RW|LW,70,31,1,70,Melbourne Victory ,-27.0,133.0
228777,22,73,82,4700000.0,2000.0,Geovanni Banguera,Colombia,GK,70,24,0,78,Atlético Huila ,4.0,-72.0
222634,22,73,80,5500000.0,34000.0,Isaac Success,Nigeria,ST|RM|LM,72,24,0,78,Watford ,10.0,8.0
222123,25,73,78,4500000.0,6000.0,Aaron Long,United States,CB,75,27,5,78,New York Red Bulls ,38.0,-97.0
183211,32,73,73,3200000.0,1000.0,Milan Škoda,Czech Republic,ST,72,34,0,72,Çaykur Rizespor ,49.75,15.5
234924,21,73,78,5500000.0,26000.0,Adama Diakhaby,France,RW|LW,70,24,2,75,Nottingham Forest ,46.0,2.0
185260,32,73,73,3100000.0,20000.0,Deniz Kadah,Turkey,ST|CAM,74,34,4,74,Göztepe SK ,39.0,35.0
190636,29,73,73,3100000.0,19000.0,Antonio Ríos,Mexico,CDM|CM,71,31,0,71,Deportivo Toluca ,23.0,-102.0
236461,21,73,84,7000000.0,18000.0,Jean-Philippe Mateta,France,ST,77,23,12,84,1. FSV Mainz 05 ,46.0,2.0
188334,31,73,73,2600000.0,13000.0,Fabrizio Cacciatore,Italy,RB|LB,72,33,1,72,Cagliari ,42.83,12.83
200111,27,73,74,3700000.0,12000.0,Ricardo van Rhijn,Netherlands,RB,69,29,0,69,SC Heerenveen ,52.5,5.75
162223,31,73,73,3500000.0,9000.0,Alexander Baumjohann,Germany,CAM,70,33,1,70,Sydney FC ,51.0,9.0
125871,28,73,73,3200000.0,43000.0,Hasan Ali Kaldirim,Turkey,LB,74,30,4,74,Fenerbahçe SK ,39.0,35.0
215985,29,73,75,3200000.0,4000.0,Fernando Monetti,Argentina,GK,73,31,1,73,San Lorenzo de Almagro ,-34.0,-64.0
208306,23,73,80,5500000.0,14000.0,Mariusz Stepinski,Poland,ST,72,25,2,79,Hellas Verona ,52.0,20.0
185010,30,73,73,3000000.0,8000.0,Michal Pazdan,Poland,CB,72,32,3,72,MKE Ankaragücü ,52.0,20.0
179891,32,73,73,3100000.0,17000.0,Marcel Heller,Germany,RM|LM,69,34,2,69,SV Darmstadt 98 ,51.0,9.0
198836,27,73,73,4099999.9999999995,19000.0,Vincent Pajot,France,CDM|CM,73,29,0,73,Football Club de Metz ,46.0,2.0
222644,23,73,79,5500000.0,11000.0,Yamil Asad,Argentina,LM|CAM,72,26,1,75,D.C. United ,-34.0,-64.0
142773,34,73,73,2000000.0,13000.0,Walter Montillo,Argentina,CAM,72,36,0,72,Universidad de Chile ,-34.0,-64.0
220085,22,73,79,5500000.0,19000.0,Luca Waldschmidt,Germany,ST|CF,76,24,7,81,Sport-Club Freiburg ,51.0,9.0
240309,27,73,75,3900000.0,15000.0,Yevhen Makarenko,Ukraine,LB|CDM|CM,70,29,0,70,KV Kortrijk ,49.0,32.0
234678,21,73,81,5000000.0,9000.0,Joakim Mæhle,Denmark,RB,76,23,12,83,KRC Genk ,56.0,10.0
204215,25,73,77,5000000.0,22000.0,Adam Reach,England,RM|CM|RW,72,27,2,72,Sheffield Wednesday ,54.0,-2.0
231095,29,73,73,3000000.0,14000.0,Nejc Skubic,Slovenia,RB,72,31,0,72,Konyaspor ,46.0,15.0
230328,30,73,73,2600000.0,11000.0,Pierrino Faria,Brazil,GK,76,36,0,76,Santos ,-10.0,-55.0
178616,30,73,73,3000000.0,8000.0,Adrián González,Spain,CDM|CM|CAM,73,32,3,73,Málaga CF ,40.0,-4.0
213433,28,73,74,3600000.0,19000.0,Fernando Tobio,Argentina,CB,71,30,0,71,Deportivo Toluca ,-34.0,-64.0
179897,32,73,73,0.0,0.0,Ragnar Sigur?sson,Iceland,CB,73,34,0,73,FC København ,65.0,-18.0
158394,31,73,73,2600000.0,23000.0,Ken Reichel,Germany,LB,70,33,1,70,1. FC Union Berlin ,51.0,9.0
230330,34,73,73,1600000.0,10000.0,Nivo Serpinho,Brazil,GK,73,24,1,73,Chapecoense ,-10.0,-55.0
205243,27,73,75,3900000.0,19000.0,Molla Wagué,Mali,CB,72,29,1,72,FC Nantes ,17.0,-4.0
192955,28,73,73,4000000.0,35000.0,Mateusz Klich,Poland,CM,74,30,6,74,Leeds United ,52.0,20.0
198076,28,73,73,3200000.0,24000.0,Aymen Abdennour,Tunisia,CB,70,30,2,70,Kayserispor ,34.0,9.0
202428,25,73,76,5000000.0,13000.0,Bobby Wood,United States,ST,70,27,3,71,Hamburger SV ,38.0,-97.0
201149,26,73,75,4000000.0,8000.0,Álex Pérez,Spain,CB,68,28,1,68,DSC Arminia Bielefeld ,40.0,-4.0
214462,22,73,80,4099999.9999999995,8000.0,Iván Arboleda,Colombia,GK,73,24,2,80,Club Atlético Banfield ,4.0,-72.0
199103,31,73,73,2400000.0,10000.0,Alexander Domínguez,Ecuador,GK,72,33,0,72,Vélez Sarsfield ,-2.0,-77.5
203455,28,73,73,4000000.0,4000.0,Oliver Kragl,Germany,RM|LM|CF,73,30,0,73,Benevento ,51.0,9.0
210111,23,73,78,4500000.0,17000.0,José Rodríguez,Spain,CDM|RM|CM,72,25,3,76,CF Fuenlabrada ,40.0,-4.0
214207,27,73,73,4200000.0,1000.0,Felipe Pardo,Colombia,RM|CF|RW,74,29,2,74,Deportivo Toluca ,4.0,-72.0
232639,20,73,84,7000000.0,6000.0,Ritsu Doan,Japan,CAM|RW,73,22,2,82,PSV ,36.0,138.0
220609,22,73,79,5500000.0,27000.0,Valentín Vada,Argentina,CDM|CM|CAM,74,24,0,78,UD Almería ,-34.0,-64.0
186817,31,73,73,2700000.0,6000.0,Rafik Halliche,Algeria,CB,72,33,0,72,Moreirense FC ,28.0,3.0
194753,28,73,73,3200000.0,61000.0,Luca Marrone,Italy,CB|CDM,71,30,2,71,Crotone ,42.83,12.83
190915,30,73,73,3900000.0,24000.0,Kamil Wilczek,Poland,ST,74,32,2,74,Göztepe SK ,52.0,20.0
234949,26,73,73,4300000.0,9000.0,João Amaral,Portugal,RM|CAM,71,28,1,71,FC Paços de Ferreira ,39.5,-8.0
181445,32,73,73,2300000.0,6000.0,Rasmus Bengtsson,Sweden,CB,74,34,1,74,Malmö FF ,62.0,15.0
206022,29,73,73,3100000.0,6000.0,Erik Berg,Sweden,CB,72,31,0,72,Djurgårdens IF ,62.0,15.0
210118,29,73,73,3000000.0,1000.0,Hélder Lopes,Portugal,LB|LWB|LW,72,31,0,72,AEK Athens ,39.5,-8.0
198599,26,73,74,3800000.0,37000.0,Martin Linnes,Norway,RB|LB,74,28,4,74,Galatasaray SK ,62.0,10.0
207559,23,73,79,5500000.0,19000.0,Simon Tibbling,Sweden,CM|CAM|LW,71,25,1,76,Brøndby IF ,62.0,15.0
219591,23,73,81,5000000.0,44000.0,Stefan Simic,Czech Republic,CB,71,25,1,74,Free Agents ,49.75,15.5
243656,22,73,80,5500000.0,31000.0,Nemanja Radonjic,Serbia,RW|LW,74,24,6,79,Olympique de Marseille ,44.0,21.0
188616,30,73,73,3900000.0,27000.0,Marco Sau,Italy,ST|CF,71,32,1,71,Benevento ,42.83,12.83
190664,29,73,73,4000000.0,22000.0,Julian Schieber,Germany,ST,72,31,1,72,FC Augsburg ,51.0,9.0
191688,29,73,73,3100000.0,28000.0,Botía,Spain,CB,71,31,1,71,Al Wehda ,40.0,-4.0
229321,28,73,73,4000000.0,12000.0,Amilton,Brazil,RM|RW|LW,72,30,0,72,Antalyaspor ,-10.0,-55.0
232905,25,73,75,4900000.0,9000.0,Junya Ito,Japan,RM|RW,74,27,1,74,KRC Genk ,36.0,138.0
204234,26,73,77,3600000.0,6000.0,Edgar Badía,Spain,GK,73,28,0,76,Elche CF ,40.0,-4.0
18122,37,73,73,270000.0,6000.0,Nicolas Penneteau,France,GK,73,39,0,73,Sporting Charleroi ,46.0,2.0
211147,22,73,78,4500000.0,17000.0,Valentino Lazaro,Austria,RWB|RB|RM|RW,77,24,19,82,Newcastle United ,47.33,13.33
189899,29,73,73,3100000.0,5000.0,Vito Wormgoor,Netherlands,CB,73,31,1,73,Columbus Crew SC ,52.5,5.75
215245,24,73,78,5500000.0,21000.0,Adrien Hunou,France,ST|LM,76,26,4,79,Stade Rennais FC ,46.0,2.0
226765,31,73,73,3600000.0,15000.0,Lucas Gamba,Argentina,ST|LM,74,33,0,74,Rosario Central ,-34.0,-64.0
192205,28,73,73,3200000.0,19000.0,Rene Krhin,Slovenia,CB|CDM|CM,72,30,1,72,FC Nantes ,46.0,15.0
174542,37,73,73,270000.0,5000.0,Johnny Herrera,Chile,GK,70,39,1,70,CD Everton de Viña del Mar ,-30.0,-71.0
200911,31,73,73,3600000.0,16000.0,Bogdan Stancu,Romania,ST|LM,74,33,1,74,Gençlerbirligi SK ,46.0,25.0
190671,31,73,73,3400000.0,20000.0,Mike Frantz,Germany,CDM|RM|CM,71,33,0,71,Sport-Club Freiburg ,51.0,9.0
206544,27,73,73,4200000.0,11000.0,Roman Bezus,Ukraine,CM|CAM,74,29,0,74,KAA Gent ,49.0,32.0
229585,24,73,80,0.0,0.0,Miloš Degenek,Australia,CB|CDM,74,26,12,79,Free Agents ,-27.0,133.0
230353,34,73,73,1100000.0,13000.0,Oswaldito Cuba,Brazil,LB|LM|CAM,73,24,1,73,Chapecoense ,-10.0,-55.0
188370,30,73,73,3000000.0,18000.0,Wallace,Brazil,CB,73,32,0,73,Göztepe SK ,-10.0,-55.0
189650,30,73,73,3800000.0,1000.0,Jan Kovarík,Czech Republic,LB|LM,73,32,1,73,Viktoria Plzen ,49.75,15.5
236499,20,73,83,6500000.0,55000.0,Douglas Luiz,Brazil,CDM|CM,74,22,16,87,Aston Villa ,-10.0,-55.0
181459,33,73,73,1500000.0,1000.0,Vassilis Torosidis,Greece,RB|LB|CDM,71,35,3,71,Olympiacos CFP ,39.0,22.0
198868,26,73,74,3900000.0,12000.0,Nicolas Isimat-Mirin,France,CB,72,28,1,72,Toulouse Football Club ,46.0,2.0
205524,28,73,73,3200000.0,9000.0,Rúben Ferreira,Portugal,LB,70,30,0,70,Marítimo ,39.5,-8.0
216020,27,73,74,3800000.0,13000.0,Leonardo Gil,Argentina,CDM|CM,74,29,0,74,Al Ittihad ,-34.0,-64.0
226773,20,73,84,7000000.0,31000.0,Pape Cheikh Diop,Spain,CDM|CM,73,22,3,82,RC Celta ,40.0,-4.0
228821,22,73,80,5500000.0,36000.0,Zinédine Machach,France,ST|CM|CAM,69,24,4,75,Cosenza ,46.0,2.0
204246,26,73,77,3600000.0,30000.0,Marcus Bettinelli,England,GK,71,28,2,75,Fulham ,54.0,-2.0
231638,21,73,81,6000000.0,32000.0,Adalberto Peñaranda,Venezuela,ST|CAM|LW,70,23,10,77,Watford ,8.0,-66.0
204247,24,73,76,5000000.0,17000.0,Kerim Frei,Turkey,RM|LM,72,26,1,73,FC Emmen ,39.0,35.0
208088,23,73,80,4800000.0,69000.0,Sergi Samper,Spain,CDM|CM,69,25,5,74,Vissel Kobe ,40.0,-4.0
228312,25,73,77,5000000.0,9000.0,Robin Lod,Finland,LM,71,27,1,71,Minnesota United FC ,64.0,26.0
183256,27,73,73,4099999.9999999995,36000.0,Henri Saivet,Senegal,CDM|CM|CAM,70,29,3,70,Newcastle United ,14.0,-14.0
197081,26,73,73,4300000.0,15000.0,Adrien Regattin,Morocco,CAM|RW|LW,72,28,0,72,FC Cincinnati ,32.0,-5.0
230361,34,73,73,1100000.0,13000.0,Mauro Cildinho,Brazil,RB,73,24,0,73,Avaí ,-10.0,-55.0
199387,30,73,73,3900000.0,17000.0,Pablo Chavarría,Argentina,ST|RM,72,32,0,72,RCD Mallorca ,-34.0,-64.0
183774,28,73,73,3200000.0,46000.0,Ryan Bennett,England,CB,73,30,2,73,Leicester City ,54.0,-2.0
190942,29,73,73,3100000.0,18000.0,Kian Hansen,Denmark,CB,72,31,0,72,FC Nordsjælland ,56.0,10.0
196318,26,73,73,4300000.0,19000.0,Serdar Gürler,Turkey,RM|LM|LW,74,28,0,74,Göztepe SK ,39.0,35.0
208607,33,73,73,1600000.0,9000.0,Martín Mantovani,Argentina,CB,69,36,0,69,UD Las Palmas ,-34.0,-64.0
231391,21,73,82,6000000.0,28000.0,João Carvalho,Portugal,LM|CAM,72,23,3,81,Nottingham Forest ,39.5,-8.0
199392,29,73,73,3000000.0,22000.0,Matías Aguirregaray,Uruguay,RB|LB,71,31,0,71,Al Fateh ,-33.0,-56.0
214497,26,73,75,4000000.0,4000.0,Andrés Ricaurte,Colombia,CM|CAM,74,28,3,74,Independiente Medellín ,4.0,-72.0
168930,30,73,73,3800000.0,10000.0,Omar Ramos,Spain,RM|LM,70,32,0,70,SD Ponferradina ,40.0,-4.0
190947,26,73,76,3500000.0,11000.0,David Jensen,Denmark,GK,69,28,0,71,New York Red Bulls ,56.0,10.0
225252,26,73,77,4300000.0,4000.0,Jhon Duque,Colombia,CDM,73,28,1,74,Millonarios FC ,4.0,-72.0
234468,22,73,80,5500000.0,16000.0,Emanuel Reynoso,Argentina,LM|CM|CAM,74,24,3,80,Boca Juniors ,-34.0,-64.0
218341,24,73,77,4400000.0,20000.0,Josip Elez,Croatia,CB,72,26,2,76,Hannover 96 ,45.17,15.5
142822,34,73,73,1900000.0,12000.0,Jonás Gutiérrez,Argentina,RB|CM,70,37,0,70,Club Atlético Banfield ,-34.0,-64.0
186598,29,73,73,3000000.0,22000.0,Kyle Naughton,England,RB|LB,71,31,0,71,Swansea City ,54.0,-2.0
215015,29,73,73,3100000.0,10000.0,Bruno Bianchi,Argentina,CB,75,31,0,75,Colón de Santa Fe ,-34.0,-64.0
236007,19,73,88,8500000.0,4000.0,Ezequiel Barco,Argentina,CF|LW,74,21,23,85,Atlanta United ,-34.0,-64.0
204776,27,73,74,3800000.0,9000.0,Toni Leistner,Germany,CB,73,29,2,73,1. FC Köln ,51.0,9.0
213480,28,73,73,4000000.0,7000.0,Fouad Bachirou,Comoros,CDM|CM,73,30,0,73,Malmö FF ,-12.17,44.25
181481,33,73,73,2000000.0,10000.0,Danny Vukovic,Australia,GK,75,35,0,75,KRC Genk ,-27.0,133.0
219626,24,73,78,4500000.0,12000.0,José Luis Gómez,Argentina,RWB|RB|RW,70,26,0,73,Club Atlético Lanús ,-34.0,-64.0
223978,20,73,84,7000000.0,55000.0,Manu García,Spain,ST|CM|CAM,73,22,7,83,R. Sporting ,40.0,-4.0
189930,28,73,73,3200000.0,43000.0,Ismail Köybasi,Turkey,LB|LM,72,31,1,72,Granada CF ,39.0,35.0
192490,30,73,73,3800000.0,9000.0,Juan Villar,Spain,ST|RM,72,32,0,72,Rayo Vallecano ,40.0,-4.0
226539,24,73,76,5000000.0,8000.0,Younes Namli,Denmark,RM|CAM,74,26,1,77,Colorado Rapids ,56.0,10.0
237291,26,73,74,4800000.0,10000.0,Gustavo Blanco Leschuk,Argentina,ST,72,28,0,72,Antalyaspor ,-34.0,-64.0
176619,32,73,73,3200000.0,10000.0,Adrián Ramos,Colombia,ST,73,34,3,73,América de Cali ,4.0,-72.0
186347,28,73,73,3200000.0,1000.0,Maciej Rybus,Poland,LB|LM,73,30,4,73,Lokomotiv Moscow ,52.0,20.0
158956,33,73,73,1600000.0,7000.0,Julio Barroso,Argentina,CB,72,35,0,72,Colo-Colo ,-34.0,-64.0
200429,23,73,79,5500000.0,20000.0,Benito Raman,Belgium,ST|RM|LM,76,25,4,79,FC Schalke 04 ,50.83,4.0
203502,25,73,78,5500000.0,37000.0,Bobby Decordova-Reid,Jamaica,ST|CM|LW,72,27,4,73,Fulham ,18.25,-77.5
204526,25,73,76,5000000.0,17000.0,Hervías,Spain,RM|LM,73,27,2,73,R. Valladolid CF ,40.0,-4.0
143598,36,73,73,550000.0,5000.0,Luciano Pocrnjic,Argentina,GK,71,38,0,71,Club Atlético Aldosivi ,-34.0,-64.0
221422,24,73,78,0.0,0.0,Sverrir Ingi Ingason,Iceland,RB|CB,74,26,3,78,PAOK ,65.0,-18.0
188654,29,73,73,3100000.0,17000.0,Thomas Heurtaux,France,CB,69,32,0,69,Salerno ,46.0,2.0
201967,25,73,76,5000000.0,20000.0,Gustav Wikheim,Norway,LM|LW,71,27,0,71,Al Fateh ,62.0,10.0
236527,21,73,83,5500000.0,15000.0,Santiago Cáseres,Argentina,CDM|CM,74,23,4,82,Club América ,-34.0,-64.0
189167,29,73,73,3100000.0,34000.0,Aron Gunnarsson,Iceland,CDM|CM,73,31,1,73,Free Agents ,65.0,-18.0
200433,27,73,74,4700000.0,17000.0,Lukas Hinterseer,Austria,ST,74,29,0,74,Hamburger SV ,47.33,13.33
206577,26,73,76,4900000.0,19000.0,Stef Peeters,Belgium,CDM|CM|CAM,72,28,0,72,KSV Cercle Brugge ,50.83,4.0
226289,22,73,80,4800000.0,11000.0,Uche Agbo,Nigeria,CDM|CM,68,24,0,73,RC Deportivo ,10.0,8.0
224242,22,73,77,4400000.0,10000.0,Derrick Luckassen,Netherlands,RB|CB,72,25,2,76,RSC Anderlecht ,52.5,5.75
236786,21,73,83,6500000.0,35000.0,Martin Terrier,France,ST|LW,77,23,9,83,Olympique Lyonnais ,46.0,2.0
226803,25,73,78,4500000.0,6000.0,Tim Parker,United States,CB,72,27,1,75,New York Red Bulls ,38.0,-97.0
230899,20,73,85,7000000.0,46000.0,Ademola Lookman,England,RM|LM,74,22,16,84,RB Leipzig ,54.0,-2.0
172019,30,73,73,3800000.0,17000.0,Pablo Mouche,Argentina,ST|LM|LW,73,32,0,73,Colo-Colo ,-34.0,-64.0
137460,34,73,73,2000000.0,5000.0,Alessandro Rosina,Italy,CAM|RW,68,36,2,68,Salerno ,42.83,12.83
230389,26,73,73,3500000.0,21000.0,Édundo Oliveira,Brazil,CB,73,28,0,73,Cruzeiro ,-10.0,-55.0
200438,27,73,73,4200000.0,5000.0,Guilherme,Brazil,RM|CAM,75,29,4,75,Trabzonspor ,-10.0,-55.0
234742,20,73,84,7000000.0,34000.0,Harvey Barnes,England,CAM|LW,78,22,27,85,Leicester City ,54.0,-2.0
244470,25,73,76,4099999.9999999995,1000.0,Vladimír Coufal,Czech Republic,RB,77,27,2,78,SK Slavia Praha ,49.75,15.5
186614,29,73,73,4000000.0,5000.0,Samuel Di Carmine,Italy,ST,73,31,0,73,Hellas Verona ,42.83,12.83
226807,23,73,79,4700000.0,6000.0,Cristian Roldan,United States,CDM|RM|CM,74,25,4,81,Seattle Sounders FC ,38.0,-97.0
183287,31,73,73,2700000.0,8000.0,Fabien Lemoine,France,CDM|CM,72,33,1,72,FC Lorient ,46.0,2.0
184823,31,73,73,3500000.0,13000.0,Djalma,Angola,RM|LM|CM,72,33,1,72,Alanyaspor ,-12.5,18.5
231416,20,73,81,6000000.0,29000.0,Dodi Lukébakio,Belgium,ST|RM|LM,76,22,8,82,Hertha BSC ,50.83,4.0
183288,31,73,73,2700000.0,42000.0,Yohan Benalouane,Tunisia,CB,70,33,1,70,Nottingham Forest ,34.0,9.0
230393,26,73,73,3500000.0,17000.0,Paolito Serra,Brazil,CB,73,28,0,73,Botafogo ,-10.0,-55.0
235002,25,73,78,4500000.0,10000.0,Lazar Rosic,Serbia,CB,70,27,0,73,Moreirense FC ,44.0,21.0
226811,23,73,79,5500000.0,12000.0,Franco Soldano,Argentina,ST|CF,73,25,2,77,Boca Juniors ,-34.0,-64.0
190459,28,73,75,3300000.0,6000.0,André Hansen,Norway,GK,74,30,1,75,Rosenborg BK ,62.0,10.0
217085,24,73,78,4500000.0,7000.0,Víctor García,Venezuela,RB,72,26,0,75,Vitória Guimarães ,8.0,-66.0
218621,28,73,73,3200000.0,14000.0,Facundo Sánchez,Argentina,RWB|RB|RM|RW,74,30,1,74,Estudiantes de La Plata ,-34.0,-64.0
188413,31,73,73,2700000.0,7000.0,Carlos Carmona,Chile,CDM|CM,71,33,1,71,Colo-Colo ,-30.0,-71.0
190461,27,73,74,0.0,0.0,Björn Bergmann Sigur?arson,Iceland,ST,73,29,0,73,Free Agents ,65.0,-18.0
204542,28,73,73,4000000.0,8000.0,Yoshimar Yotún,Peru,LB|LM|CM,74,30,1,74,Cruz Azul ,-10.0,-76.0
212478,26,73,74,4800000.0,8000.0,Gyasi Zardes,United States,ST,72,28,11,72,Columbus Crew SC ,38.0,-97.0
160766,31,73,73,3600000.0,48000.0,Jérémy Ménez,France,CAM|CF|LW,70,33,3,70,Paris FC ,46.0,2.0
193535,31,73,73,2700000.0,12000.0,Sebastián Prediger,Argentina,CDM|CM,67,33,1,67,Club Atlético Tigre ,-34.0,-64.0
207616,23,72,77,3500000.0,23000.0,Adam Webster,England,CB,75,25,2,79,Brighton & Hove Albion ,54.0,-2.0
230144,20,72,80,4000000.0,14000.0,Assane Dioussé,Senegal,CDM|CM,72,22,0,80,AS Saint-Étienne ,14.0,-14.0
188930,33,72,72,1200000.0,7000.0,Laure,Spain,RB,70,35,0,70,AD Alcorcón ,40.0,-4.0
210947,26,72,75,3900000.0,1000.0,Nikos Karelis,Greece,ST,70,28,1,70,Brentford ,39.0,22.0
146947,25,72,77,3500000.0,14000.0,Vesga,Spain,CM,74,27,1,77,Athletic Club ,40.0,-4.0
233219,22,72,78,3600000.0,21000.0,Vukašin Jovanovic,Serbia,CB,73,24,1,76,FC Girondins de Bordeaux ,44.0,21.0
199940,30,72,72,2900000.0,4000.0,Juan Ezequiel Cuevas,Argentina,LM|RW|LW,73,32,0,73,CD Everton de Viña del Mar ,-34.0,-64.0
219652,25,72,75,3900000.0,15000.0,Rober Ibáñez,Spain,RM|LM,72,27,2,72,CA Osasuna ,40.0,-4.0
236548,24,72,75,3900000.0,1000.0,Jaromír Zmrhal,Czech Republic,RM|LM,72,26,2,72,Brescia ,49.75,15.5
206085,23,72,80,4600000.0,27000.0,Jacob Murphy,England,RM|RW|LW,71,25,4,73,Sheffield Wednesday ,54.0,-2.0
209669,29,72,72,2400000.0,19000.0,Dimitrios Siovas,Greece,CB,76,31,0,76,CD Leganés ,39.0,22.0
220165,23,72,77,4200000.0,35000.0,Joel Pohjanpalo,Finland,ST,72,25,6,74,Hamburger SV ,64.0,26.0
231685,20,72,82,4300000.0,26000.0,Ronaël Pierre-Gabriel,France,RB|LB,70,22,3,80,1. FSV Mainz 05 ,46.0,2.0
200966,31,72,72,2700000.0,14000.0,Benjamin Corgnet,France,CAM,69,33,0,69,RC Strasbourg Alsace ,46.0,2.0
210438,25,72,75,3900000.0,7000.0,Farid Boulaya,Algeria,RW,72,27,1,72,Football Club de Metz ,28.0,3.0
222982,21,72,80,4000000.0,13000.0,Alexis Blin,France,CDM|CM,73,23,0,77,Amiens SC ,46.0,2.0
210695,26,72,72,2600000.0,3000.0,Haitam Aleesami,Norway,LB,72,28,3,72,Amiens SC ,62.0,10.0
224263,21,72,79,3700000.0,35000.0,Jonjoe Kenny,England,RWB|RB|RW,75,23,10,83,FC Schalke 04 ,54.0,-2.0
241671,22,72,80,3400000.0,1000.0,Dominik Livakovic,Croatia,GK,80,25,8,86,Dinamo Zagreb ,45.17,15.5
190471,32,72,72,2500000.0,1000.0,Bernard Parker,South Africa,CAM|CF|LW,68,34,2,68,Kaizer Chiefs ,-29.0,24.0
207624,24,72,79,3700000.0,45000.0,Kenneth Omeruo,Nigeria,CB,75,26,0,80,CD Leganés ,10.0,8.0
216072,28,72,72,2500000.0,4000.0,Gaetano Letizia,Italy,LB,72,30,1,72,Benevento ,42.83,12.83
